관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
46710-00115,공원-115,어린이공원,,전라남도 담양군 담양읍 지침리 84-6,35.31779248,126.9843974,1314,,,,,,1984-11-07,담양군청,061-380-3117,2020-12-14,4850000,전라남도 담양군
41220-00153,금암2리 소공원,소공원,,경기도 평택시 서탄면 금암리 469-8,37.1105869,127.0360626,1009,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00154,고덕문화마을1 소공원,소공원,,경기도 평택시 고덕면 해창리 1141-1,37.0402788,,1230.4,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00155,신당 근린공원(포승공단),근린공원,,경기도 평택시 포승읍 만호리 589,36.97005051,126.8474896,143996.8,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00156,여술 근린공원(포승공단),근린공원,,경기도 평택시 포승읍 도곡리 1108,36.9912803,126.8416669,40559.3,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00157,도곡 근린공원(포승공단),근린공원,,경기도 평택시 포승읍 도곡리 1110,36.98936154,126.847404,15000.1,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00158,번제 근린공원(포승공단),근린공원,,경기도 평택시 포승읍 원정리 1355,36.9843927,126.8330662,118326.7,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00159,학현 근린공원,근린공원,,경기도 평택시 안중읍 현화리 637-12,36.989887,126.9174459,41993,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00160,안중 근린공원(안중지구 택지개발),근린공원,,경기도 평택시 안중읍 현화리 823-2,36.98523438,126.9206115,11016.2,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00161,현화 근린공원(안중지구 택지개발),근린공원,,경기도 평택시 안중읍 현화리 829,36.9805503,126.9204024,20534.7,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00162,비둘기 근린공원(청북 어연한산공단),근린공원,,경기도 평택시 청북면 어연리 888,37.0495834,126.9729334,14693.1,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41570-00214,김포문화공원28,문화공원,,경기도 김포시 풍무동 358-1,37.606406,126.732561,8662,,,,,,2014-08-27,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00215,김포어린이43,어린이공원,,경기도 김포시 풍무동 284-14,37.610172,126.730605,2670,,,,,,2014-08-27,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00216,김포어린이44,어린이공원,,경기도 김포시 풍무동 211,37.608455,126.725528,2193,,,,,,2014-08-27,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00218,향산근린1,근린공원,,경기도 김포시 고촌읍 향산리 93-2,37.621727,126.741849,28293,,,,,,2015-09-25,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00219,신곡6지구(24호)신곡1공원,소공원,,경기도 김포시 고촌읍 신곡리 999-1,37.590035,126.761676,2621,,,,,,2016-05-31,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00220,신곡6지구(25호)신곡2공원,소공원,,경기도 김포시 고촌읍 태리 111-1,37.593645,126.754132,3357,,,,,,2016-05-31,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00221,향산지구 제1어린이공원,어린이공원,,경기도 김포시 고촌읍 향산리 51-11,37.618245,126.748739,1872,,,,,,2015-09-25,경기도 김포시 공원녹지과,031-980-2344,2021-09-30,4090000,경기도 김포시
41570-00049,양곡근린3,근린공원,,경기도 김포시 양촌읍 양곡리 1240,37.66162359,126.6314373,27832,체력단련시설,,,,,2005-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00051,양곡택지5,근린공원,,경기도 김포시 양촌읍 양곡리 1259,37.65585469,126.6322645,20439,,,"주차장, 화장실",,,2005-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00052,양곡택지6,근린공원,,경기도 김포시 양촌읍 양곡리 1331,37.65334319,126.629642,42860,체력단련시설,,"주차장, 화장실",,,2005-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00053,마송근린2,근린공원,,경기도 김포시 통진읍 마송리 525,37.68710695,126.5983879,33961,체력단련시설,,"주차장, 화장실",,,2005-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00054,마송근린3,근린공원,,경기도 김포시 통진읍 마송리 551,37.6839591,126.6053702,20126,"체력단련시설, 농구장, 배드민턴장, 추구장",,"주차장, 화장실",,,2005-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00055,마송근린4,근린공원,,경기도 김포시 통진읍 마송리 588,37.686101,126.606932,23217,체력단련시설,,"주차장, 화장실",,,2005-01-05,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00056,장기어린이5,어린이공원,,경기도 김포시 장기동 1514,37.643765,126.672515,2062,체력단련시설,조합놀이대,,,,2005-05-30,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00057,장기근린4,근린공원,,경기도 김포시 장기동 1539,37.64223325,126.673841,25280,,,"화장실, 주차장",,,2005-05-30,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
41570-00204,학운3체육공원11,체육공원,,경기도 김포시 양촌읍 학운리 581,37.606917,126.607259,15184,,,,,,2013-04-08,경기도 김포시 체육과,031-980-2585,2021-09-30,4090000,경기도 김포시
41570-00206,학운3어린이60,어린이공원,,경기도 김포시 양촌읍 학운리 1621,37.606045,126.595042,5832,,,,,,2013-04-08,경기도 김포시 공원관리과,031-980-5627,2021-09-30,4090000,경기도 김포시
46710-00114,공원-114,수변공원,,전라남도 담양군 금성면 금성리 501-1,35.36983775,127.0416224,3122,,,,,,2013-11-28,담양군청,061-380-3117,2020-12-14,4850000,전라남도 담양군
41220-00163,개나리 근린공원(청북 어연한산공단),근린공원,,경기도 평택시 청북면 어연리 898-1,37.0514882,126.977506,13995.2,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00164,현곡 근린공원(현곡산단),근린공원,,경기도 평택시 청북면 현곡리 453,37.0370084,126.9416635,18928.1,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00165,오성 근린공원(오성산단),근린공원,,경기도 평택시 오성면 양교리 1095,37.0246648,126.9489375,10019.4,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00166,가사 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1090,37.0210505,126.9089126,23286.8,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00167,테미 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1096,37.0220001,126.9122367,39750,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00168,새터 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1142,37.021587,126.9163332,75770.5,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00169,수촌 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1124,37.0145457,126.911017,35492.6,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00170,살박 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1173,37.0161097,126.9184675,14980.4,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00171,뚝넘어 근린공원(청북지구 택지개발),근린공원,,경기도 평택시 청북면 옥길리 1155,37.0223947,126.9268744,40508.4,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00172,만호 근린공원(포승2산단),근린공원,,경기도 평택시 포승읍 만호리 산9-1,,126.8606878,29869.8,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00173,인광 근린공원(안중송담지구),근린공원,,경기도 평택시 현덕면 인광리 산85-57,36.9763918,126.9267683,13895,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00174,송담 근린공원(안중송담지구),근린공원,,경기도 평택시 안중읍 송담리 724,36.9812884,126.9311587,22458,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00175,안송 근린공원(안중송담지구),근린공원,,경기도 평택시 안중읍 안중리 산78-8,36.9853153,126.9330343,11642,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00176,원정 어린이공원(포승공단),어린이공원,,경기도 평택시 포승읍 도곡리 1134,36.9900017,126.8445396,1500.2,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00177,도곡 어린이공원(포승공단),어린이공원,,경기도 평택시 포승읍 도곡리 1147,36.9874777,126.8463077,1500.1,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00178,도화동 어린이공원(안중지구 택지개발),어린이공원,,"경기도 평택시 안중읍 현화리 820-5, 820-7, 551-8",36.9868923,126.9190947,2220,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00179,서당제 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 안중읍 현화리 824-4,36.9829976,126.9188914,4652.4,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00180,장터골 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 안중읍 현화리 843-3,36.983101,126.9233268,4875.4,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00181,긴둥골 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 안중읍 현화리 859,36.98312935,126.9267678,3239.7,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00182,방죽골 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 안중읍 현화리 840-2,36.9809733,126.9242104,6014.9,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
44210-00024,서산 제8호 어린이공원,어린이공원,,충청남도 서산시 동문동470-23,,,16230,,,,,,,서산시,041-660-2426,2021-07-31,4530000,충청남도 서산시
41220-00183,대장골 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1056-3,37.023124,,1551.7,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00184,해모 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1065-18,37.0240422,126.9118592,1510.3,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00185,백로 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1092,37.0188627,126.908146,1732.5,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00186,배당지 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1099,37.0196976,126.9117301,3942,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00187,길마 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1108,37.0172148,126.915148,2159.8,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00188,둔터 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1148,37.0232773,126.9198606,1594.1,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00189,자미 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1160,37.0190279,126.9183137,4185.1,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
46710-00113,공원-113,수변공원,,전라남도 담양군 고서면 보촌리 136-1,35.22180146,126.964355,5458,,,,,,2007-11-26,담양군청,061-380-3117,2020-12-14,4850000,전라남도 담양군
41220-00190,비파 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1164,37.0179769,126.918677,2340.9,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00191,작골 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1294,37.0142483,126.9198872,2930.3,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00192,돌패기 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 청북면 옥길리 1073,37.0201749,126.9048345,3832.1,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00193,"송담8길 어린이공원(안중,송담지구)",어린이공원,,경기도 평택시 안중읍 송담리 222,36.9828084,126.9318338,1506,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00194,송담4로 어린이공원(안중송담지구),어린이공원,,경기도 평택시 안중읍 안중리 96-8,36.9836683,126.9352702,1540,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00195,"송담9길 어린이공원(안중,송담지구)",어린이공원,,경기도 평택시 안중읍 송담리 266-4,36.9817239,126.9344998,1513,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00196,"송담6길 어린이공원(안중,송담지구)",어린이공원,,경기도 평택시 안중읍 송담리 862,36.9812708,126.9292045,1525,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00197,"송담5길 어린이공원(안중,송담지구)",어린이공원,,경기도 평택시 안중읍 송담리 660,36.9784192,126.9267622,1518,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00198,길음2리 소공원(길음지구),소공원,,경기도 평택시 오성면 길음리 320-3,36.9851567,126.9701833,2554,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00199,길음3리 소공원(길음지구),소공원,,경기도 평택시 오성면 길음리 293-5,36.9848429,126.9693226,1450,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00200,대반5리 소공원(대반지구),소공원,,경기도 평택시 안중읍 대반리 622-3,,126.9579868,1189,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00201,지영희 소공원,소공원,,경기도 평택시 포승읍 만호리 681,36.969865,126.8607238,29869.8,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
41220-00202,모산 근린공원,근린공원,,경기도 평택시 동삭동 396,37.014195,127.0932985,48000,,,,,,,평택시청 공원과,,2021-08-13,3910000,경기도 평택시
